Time,Gaze_Target_X,Gaze_Target_Y
18.691397,-999.000000,-999.000000
18.706381,-999.000000,-999.000000
18.726643,-999.000000,-999.000000
18.752640,-999.000000,-999.000000
18.774819,-999.000000,-999.000000
18.784241,-999.000000,-999.000000
18.814475,-999.000000,-999.000000
18.833078,-999.000000,-999.000000
18.851698,-999.000000,-999.000000
18.865700,-999.000000,-999.000000
18.894819,-999.000000,-999.000000
18.904549,-999.000000,-999.000000
18.933528,-999.000000,-999.000000
18.942728,-999.000000,-999.000000
18.974669,-999.000000,-999.000000
18.993626,-999.000000,-999.000000
19.014754,-999.000000,-999.000000
19.025051,-999.000000,-999.000000
19.043184,-999.000000,-999.000000
19.066263,-999.000000,-999.000000
19.093132,-999.000000,-999.000000
19.103576,-999.000000,-999.000000
19.131566,-999.000000,-999.000000
19.145450,-999.000000,-999.000000
19.164861,-999.000000,-999.000000
19.193594,-999.000000,-999.000000
19.211622,-999.000000,-999.000000
19.225433,-999.000000,-999.000000
19.253367,-999.000000,-999.000000
19.264170,-999.000000,-999.000000
19.294501,-999.000000,-999.000000
19.314137,-999.000000,-999.000000
19.324933,-999.000000,-999.000000
19.344343,-999.000000,-999.000000
19.372675,-999.000000,-999.000000
19.395312,-999.000000,-999.000000
19.405337,-999.000000,-999.000000
19.431806,-999.000000,-999.000000
19.445862,-999.000000,-999.000000
19.464090,-999.000000,-999.000000
19.484854,-999.000000,-999.000000
19.513557,-999.000000,-999.000000
19.534139,-999.000000,-999.000000
19.553018,-999.000000,-999.000000
19.574086,-999.000000,-999.000000
19.591255,-999.000000,-999.000000
19.605002,-999.000000,-999.000000
19.631237,-999.000000,-999.000000
19.644154,-999.000000,-999.000000
19.664629,-999.000000,-999.000000
19.691068,-999.000000,-999.000000
19.713374,-999.000000,-999.000000
19.731529,-999.000000,-999.000000
19.754770,-999.000000,-999.000000
19.764872,-999.000000,-999.000000
19.796035,-999.000000,-999.000000
19.805679,-999.000000,-999.000000
19.832372,-999.000000,-999.000000
19.845470,-999.000000,-999.000000
19.863270,-999.000000,-999.000000
19.885546,-999.000000,-999.000000
19.912548,-999.000000,-999.000000
19.932408,-999.000000,-999.000000
19.942393,-999.000000,-999.000000
19.975766,-999.000000,-999.000000
19.985967,-999.000000,-999.000000
20.005792,-999.000000,-999.000000
20.031312,-999.000000,-999.000000
