tracker_time_ms,message
100904921,!V TRIAL_VAR Gap_Duration_ms 100.0
100904921,!V TRIAL_VAR Stim_Duration_ms 200.0
100904921,!V TRIAL_VAR Stim_Hold_Time_ms 100.0
100904921,!V TRIAL_VAR Condition_ID C000005
100904922,!V TRIAL_VAR Is_Control False
100904922,!V TRIAL_VAR Stim_Color_Name Gray
100904922,!V TRIAL_VAR Stim_Intensity_Level 60
100904922,!V TRIAL_VAR Stim_Pos_X_deg 0.0
100904922,!V TRIAL_VAR Stim_Pos_Y_deg -15.0
100904928,FIX_ON TRIAL 17
100906936,FIX_OFF TRIAL 17
100906939,!V TRIAL_VAR Status nofix_1
100906939,!V TRIAL_VAR Subject_ID Monkey_H18
100906939,TRIAL_RESULT nofix_1
100910002,TRIALID 18
100910002,!V TRIAL_VAR Subject_ID Monkey_H18
100910002,!V TRIAL_VAR Planned_Fixation_Duration_ms 777.8362456976806
100910002,!V TRIAL_VAR Fixation_Pos_X_deg 0.0
100910002,!V TRIAL_VAR Fixation_Pos_Y_deg 0.0
100910002,!V TRIAL_VAR Fixation_Point_Radius_deg 0.2
100910002,!V TRIAL_VAR Fix_Window_Radius_deg 2.5
100910002,!V TRIAL_VAR Stim_Pos_X_deg 0.0
100910002,!V TRIAL_VAR Stim_Pos_Y_deg -15.0
100910002,!V TRIAL_VAR Stim_Window_Radius_deg 3.0
100910002,!V TRIAL_VAR Stim_Major_Axis_deg 0.3
100910002,!V TRIAL_VAR Stim_Minor_Axis_deg 0.3
100910002,!V TRIAL_VAR Stim_Orientation_deg 0.0
100910002,!V TRIAL_VAR Gap_Duration_ms 100.0
100910002,!V TRIAL_VAR Stim_Duration_ms 200.0
100910002,!V TRIAL_VAR Stim_Hold_Time_ms 100.0
100910003,!V TRIAL_VAR Condition_ID C000005
100910004,!V TRIAL_VAR Is_Control False
100910004,!V TRIAL_VAR Stim_Color_Name Gray
100910004,!V TRIAL_VAR Stim_Intensity_Level 60
100910004,!V TRIAL_VAR Stim_Pos_X_deg 0.0
100910004,!V TRIAL_VAR Stim_Pos_Y_deg -15.0
100910009,FIX_ON TRIAL 18
100912025,FIX_OFF TRIAL 18
100912029,!V TRIAL_VAR Status nofix_1
100912029,!V TRIAL_VAR Subject_ID Monkey_H18
100912029,TRIAL_RESULT nofix_1
100915097,TRIALID 19
100915097,!V TRIAL_VAR Subject_ID Monkey_H18
100915097,!V TRIAL_VAR Planned_Fixation_Duration_ms 460.9779531863121
100915097,!V TRIAL_VAR Fixation_Pos_X_deg 0.0
100915097,!V TRIAL_VAR Fixation_Pos_Y_deg 0.0
100915097,!V TRIAL_VAR Fixation_Point_Radius_deg 0.2
100915097,!V TRIAL_VAR Fix_Window_Radius_deg 2.5
100915097,!V TRIAL_VAR Stim_Pos_X_deg 0.0
100915097,!V TRIAL_VAR Stim_Pos_Y_deg -15.0
100915097,!V TRIAL_VAR Stim_Window_Radius_deg 3.0
100915097,!V TRIAL_VAR Stim_Major_Axis_deg 0.3
100915097,!V TRIAL_VAR Stim_Minor_Axis_deg 0.3
100915097,!V TRIAL_VAR Stim_Orientation_deg 0.0
100915097,!V TRIAL_VAR Gap_Duration_ms 100.0
100915097,!V TRIAL_VAR Stim_Duration_ms 200.0
100915097,!V TRIAL_VAR Stim_Hold_Time_ms 100.0
100915097,!V TRIAL_VAR Condition_ID C000005
100915103,ERROR MESSAGES LOST 5
100915103,FIX_ON TRIAL 19
100917117,FIX_OFF TRIAL 19
100917121,!V TRIAL_VAR Status nofix_1
100917121,!V TRIAL_VAR Subject_ID Monkey_H18
100917121,TRIAL_RESULT nofix_1
100920189,TRIALID 20
100920190,!V TRIAL_VAR Subject_ID Monkey_H18
100920190,!V TRIAL_VAR Planned_Fixation_Duration_ms 386.25166637252664
100920190,!V TRIAL_VAR Fixation_Pos_X_deg 0.0
100920190,!V TRIAL_VAR Fixation_Pos_Y_deg 0.0
100920190,!V TRIAL_VAR Fixation_Point_Radius_deg 0.2
100920190,!V TRIAL_VAR Fix_Window_Radius_deg 2.5
100920190,!V TRIAL_VAR Stim_Pos_X_deg 0.0
100920190,!V TRIAL_VAR Stim_Pos_Y_deg -15.0
100920190,!V TRIAL_VAR Stim_Window_Radius_deg 3.0
100920190,!V TRIAL_VAR Stim_Major_Axis_deg 0.3
100920190,!V TRIAL_VAR Stim_Minor_Axis_deg 0.3
100920190,!V TRIAL_VAR Stim_Orientation_deg 0.0
100920190,!V TRIAL_VAR Gap_Duration_ms 100.0
100920190,!V TRIAL_VAR Stim_Duration_ms 200.0
100920190,!V TRIAL_VAR Stim_Hold_Time_ms 100.0
100920191,!V TRIAL_VAR Condition_ID C000005
100920191,!V TRIAL_VAR Is_Control False
100920191,!V TRIAL_VAR Stim_Color_Name Gray
100920191,!V TRIAL_VAR Stim_Intensity_Level 60
100920191,!V TRIAL_VAR Stim_Pos_X_deg 0.0
100920191,!V TRIAL_VAR Stim_Pos_Y_deg -15.0
100920195,FIX_ON TRIAL 20
100921543,GAZE_ACQUIRED TRIAL 20
100921788,FIX_OFF TRIAL 20
100921903,STIM_ON TRIAL 20
100922107,STIM_OFF TRIAL 20
100922609,STIM_WINDOW_END TRIAL 20
100922615,!V TRIAL_VAR Status nofix_2
100922615,!V TRIAL_VAR Subject_ID Monkey_H18
100922615,TRIAL_RESULT nofix_2
100925616,FINEVISION_SESSION_END
