Trial,Status,Time_TrialStart,Time_DrawFinish,Time_GazeEnter,Time_End
1,Success,34.67563790001441,34.677304600016214,34.859855900052935,35.8260816000402
2,Success,38.8459233000176,38.84646460006479,38.846956700086594,39.83000339998398
3,Break,42.85047090006992,42.851048100041226,43.001513199997135,44.0191794000566
4,Break,47.038248200085945,47.03880800004117,47.03934460005257,47.97278100007679
5,Success,50.992539300001226,50.99334460007958,50.993851100094616,51.975934399990365
6,Success,54.9956283000065,54.99618290003855,54.9966376000084,55.98049730004277
7,Success,59.00026130001061,59.00083400006406,59.00132460007444,59.967750400071964
8,Success,62.98671790002845,62.98743550002109,63.02164940000512,63.98862429999281
9,Success,66.51752680004574,66.51811030006502,66.65026510006282,67.60099850001279
10,Success,77.28562920005061,77.28633650008123,77.2867399000097,78.269784300006
11,Success,81.28926660004072,81.28984950005542,81.45660420006607,82.40735059999861
12,Success,85.42673519998789,85.42733299999963,85.66128480003681,86.62815270002466
13,Success,89.64739880000707,89.64825299999211,89.86600480007473,90.83255290007219
14,Success,93.85231270000804,93.85283630003687,93.98563210002612,94.95244160003494
15,Success,97.97213340003509,97.97274870006368,97.97324680001475,98.95764060004149
16,Success,101.97644560004119,101.97704000002705,102.32804619998205,103.29502760001924
17,Success,106.31468660000246,106.31580360000953,106.3164153000107,107.29906650003977
18,Success,110.31890800001565,110.31944620003924,110.66992910008412,111.65263460006099
19,Success,114.67230299999937,114.67289280006662,114.79056310001761,115.74133460002486
20,Success,118.7604681000812,118.76097579998896,118.92839910008479,119.89507530000992
21,Success,122.91495380003471,122.91579040000215,123.09888499998488,124.06508750002831
22,Break,127.09324399998877,127.09381160000339,127.26146629999857,127.97878150001634
23,Success,130.99789460003376,130.9984182000626,130.99888319999445,131.98298209998757
24,Break,135.0021425000159,135.00273230008315,135.0031989000272,135.92010990006384
25,Break,138.9396609000396,138.94024939998053,139.17271000007167,139.77307410002686
26,Break,142.79282349999994,142.7937686999794,143.02697810006794,143.6930670000147
27,Success,146.71315850003157,146.71368939999957,146.98161160002928,147.94845230004285
28,Success,150.968746400089,150.96930540003814,150.96978809998836,151.95277109998278
29,Success,154.97262570005842,154.97323020000476,155.15609210007824,156.14006680005696
30,Success,159.15980690007564,159.16037529997993,159.41099230002146,160.3778465000214
31,Success,163.39751380006783,163.3981961000245,163.61424490006175,164.59886959998403
32,Success,167.61829910008237,167.61888150009327,167.88649120007176,168.85214710002765
33,Success,171.8727680000011,171.8734213000862,172.0738022000296,173.0407621000195
34,Success,176.0600605000509,176.0606332999887,176.06113350007217,177.0282780000707
35,Success,180.04790690005757,180.04861480009276,180.28242559998762,181.26578640006483
36,Success,184.28558120003436,184.28613590006717,184.6365206000628,185.6198474999983
37,Break,188.63979689998087,188.64039000007324,188.85667750006542,189.92333830008283
38,Break,192.94298799999524,192.94353180006146,193.1941863000393,193.61154120007996
39,Success,196.6313212000532,196.6318971000146,199.7015809000004,200.68500629998744
40,Success,203.70467030000873,203.70524879998993,203.70587750000414,204.6727394000627
41,Success,207.69231070007663,207.6929224000778,207.90959050005767,208.87588000006508
42,Success,211.89531330007594,211.89586410007905,212.23068809998222,213.19810809998307
43,Success,216.21734370000195,216.21792610001285,216.21839520009235,217.18526260007638
44,Success,220.20537400001194,220.20601269998588,220.73961879999842,221.72222640004475
45,Success,224.74290040007327,224.74347370001487,224.74398969998583,225.72600969998166
46,Success,228.74563410005067,228.74619600002188,228.74674450000748,229.73108110006433
47,Success,232.75086020003073,232.75143730000127,233.11873019998893,234.08574040001258
48,Success,237.105407700059,237.1059389000293,237.32277750002686,238.28974030003883
49,Success,241.30937989999074,241.30995270004496,241.74297830008436,242.71080750005785
50,Success,245.73111749999225,245.73171590000857,245.99856320000254,246.9652414000593
51,Success,249.98494049999863,249.98551929998212,250.2199113999959,251.20287560008
52,Success,254.22277480002958,254.2233419000404,254.2238251999952,255.20571830007248
53,Success,258.22549250000156,258.22603999997955,258.2265429000836,259.1776830999879
54,Success,262.1964412999805,262.1970626000548,262.481603500084,263.4485944000771
55,Success,266.4685122000519,266.46914390008897,266.63569540006574,267.60280480002984
56,Success,270.6225832999917,270.6231782999821,270.62365530000534,271.60583550005686
57,Success,274.62579930003267,274.62640170007944,274.8265204000054,275.81085070001427
58,Break,278.8305991999805,278.8311340000946,279.06410790001974,280.0490566000808
59,Success,283.06843330000993,283.06897190003656,283.2694741000887,284.22014360001776
60,Success,287.23928990005516,287.2398178000003,287.6238495000871,288.6065071000485
61,Success,291.62583040003665,291.6265847000759,291.89369360008277,292.84513850009535
62,Success,295.86380590009503,295.864338900079,295.98202540003695,296.9491564000491
63,Success,299.9687922000885,299.96958710008767,299.97029339999426,300.9530957000097
64,Success,303.9731926000677,303.9740075999871,304.24093510000966,305.22320230002515
65,Success,308.24312090000603,308.24390480003785,308.411148800049,309.378863900085
66,Success,312.39800300006755,312.39884000003804,312.7155631000642,313.6826755000511
67,Success,316.7028011000948,316.7035281000426,316.71977930003777,317.68562590004876
68,Success,320.70535250008106,320.7059315000661,320.70642649999354,321.690607800032
69,Success,324.710370899993,324.71094700007234,324.71140180004295,325.6788691000547
70,Success,328.6974866000237,328.6983390999958,328.69881400000304,329.6652183000697
71,Success,332.68597160000354,332.6865743000526,332.91973080008756,333.90330610005185
72,Success,336.9236049000174,336.9241877000313,337.2405560000334,338.2067332000006
73,Success,341.2263048000168,341.226943799993,341.5615127000492,342.5288644999964
74,Success,345.5479234000668,345.5486589000793,345.5491419000318,346.5156056000851
75,Success,349.5352818000829,349.5358913000673,349.53638200007845,350.51988949999213
76,Success,353.5395068000071,353.54013610002585,353.5405983000528,354.52305339998566
77,Success,357.54261520004366,357.54320590000134,357.5436623999849,358.52780849998817
78,Success,361.5466025000205,361.54725619999226,361.7643190000672,362.715305400081
79,Success,365.7353349000914,365.73591300006956,365.73638800007757,366.7031266000122
80,Success,369.7225145000266,369.7230821000412,369.7235669000074,370.7057544999989
81,Success,373.72571330005303,373.72632070002146,373.72681500006,374.7107768000569
82,Success,377.7303128000349,377.7309704000363,377.8138772000093,378.79869060008787
83,Success,381.81791220000014,381.81884279998485,382.03591710003093,383.002616200014
84,Success,386.0222592999926,386.0227876000572,386.0232777000638,387.00588310009334
85,Success,390.0254509000806,390.0259792000288,390.0264589000726,391.0110969999805
86,Break,394.0302591000218,394.0308927000733,394.413798600086,394.7486471000593
87,Success,397.7670901999809,397.7677535000257,398.11911050009076,399.08563930005766
88,Break,402.10566340002697,402.10621070000343,402.4067343000788,402.7734777000733
89,Success,405.7922961000586,405.7928298000479,405.97644910006784,406.96031540003605
90,Success,409.9798469999805,409.9803727000253,410.1635202000616,411.1479276000755
91,Success,414.1666827000445,414.1672612000257,414.3682467000326,415.33519690006506
92,Success,418.35528230003547,418.3558652000502,418.3563560000621,419.32288700004574
93,Success,422.3425073000835,422.34309480001684,422.34358530002646,423.3256992000388
