tracker_time_ms,message
100990444,!V TRIAL_VAR Stim_Intensity_Level 110
100990444,!V TRIAL_VAR Stim_Pos_X_deg 4.0
100990444,!V TRIAL_VAR Stim_Pos_Y_deg -4.0
100990452,FIX_ON TRIAL 3
100991334,GAZE_ACQUIRED TRIAL 3
100991764,FIX_OFF TRIAL 3
100991871,STIM_ON TRIAL 3
100991974,TARGET_ENTER TRIAL 3
100992078,STIM_OFF TRIAL 3
100992085,STIM_WINDOW_END TRIAL 3
100992088,REWARD TRIAL 3
100992351,!V TRIAL_VAR Status Success
100992351,!V TRIAL_VAR Subject_ID Monkey_H18
100992351,TRIAL_RESULT Success
100995398,TRIALID 4
100995399,!V TRIAL_VAR Subject_ID Monkey_H18
100995399,!V TRIAL_VAR Planned_Fixation_Duration_ms 392.8357827571374
100995399,!V TRIAL_VAR Fixation_Pos_X_deg 0.0
100995399,!V TRIAL_VAR Fixation_Pos_Y_deg 0.0
100995399,!V TRIAL_VAR Fixation_Point_Radius_deg 0.2
100995399,!V TRIAL_VAR Fix_Window_Radius_deg 2.5
100995399,!V TRIAL_VAR Stim_Pos_X_deg 12.0
100995399,!V TRIAL_VAR Stim_Pos_Y_deg 0.0
100995399,!V TRIAL_VAR Stim_Window_Radius_deg 3.0
100995399,!V TRIAL_VAR Stim_Major_Axis_deg 0.3
100995399,!V TRIAL_VAR Stim_Minor_Axis_deg 0.3
100995399,!V TRIAL_VAR Stim_Orientation_deg 0.0
100995399,!V TRIAL_VAR Gap_Duration_ms 100.0
100995399,!V TRIAL_VAR Stim_Duration_ms 200.0
100995399,!V TRIAL_VAR Stim_Hold_Time_ms 100.0
100995399,!V TRIAL_VAR Condition_ID C000002
100995400,!V TRIAL_VAR Is_Control False
100995400,!V TRIAL_VAR Stim_Color_Name Gray
100995400,!V TRIAL_VAR Stim_Intensity_Level 110
100995400,!V TRIAL_VAR Stim_Pos_X_deg 12.0
100995400,!V TRIAL_VAR Stim_Pos_Y_deg 0.0
100995406,FIX_ON TRIAL 4
100995963,GAZE_ACQUIRED TRIAL 4
100996204,FIX_OFF TRIAL 4
100996311,STIM_ON TRIAL 4
100996427,TARGET_ENTER TRIAL 4
100996517,STIM_OFF TRIAL 4
100996532,STIM_WINDOW_END TRIAL 4
100996534,REWARD TRIAL 4
100996796,!V TRIAL_VAR Status Success
100996796,!V TRIAL_VAR Subject_ID Monkey_H18
100996797,TRIAL_RESULT Success
100999846,TRIALID 5
100999847,!V TRIAL_VAR Subject_ID Monkey_H18
100999847,!V TRIAL_VAR Planned_Fixation_Duration_ms 349.2787199829666
100999847,!V TRIAL_VAR Fixation_Pos_X_deg 0.0
100999847,!V TRIAL_VAR Fixation_Pos_Y_deg 0.0
100999847,!V TRIAL_VAR Fixation_Point_Radius_deg 0.2
100999847,!V TRIAL_VAR Fix_Window_Radius_deg 2.5
100999847,!V TRIAL_VAR Stim_Pos_X_deg 12.0
100999847,!V TRIAL_VAR Stim_Pos_Y_deg -2.0
100999847,!V TRIAL_VAR Stim_Window_Radius_deg 3.0
100999847,!V TRIAL_VAR Stim_Major_Axis_deg 0.3
100999847,!V TRIAL_VAR Stim_Minor_Axis_deg 0.3
100999847,!V TRIAL_VAR Stim_Orientation_deg 0.0
100999847,!V TRIAL_VAR Gap_Duration_ms 100.0
100999847,!V TRIAL_VAR Stim_Duration_ms 200.0
100999847,!V TRIAL_VAR Stim_Hold_Time_ms 100.0
100999847,!V TRIAL_VAR Condition_ID C000003
100999847,!V TRIAL_VAR Is_Control False
100999847,!V TRIAL_VAR Stim_Color_Name Gray
100999847,!V TRIAL_VAR Stim_Intensity_Level 70
100999847,!V TRIAL_VAR Stim_Pos_X_deg 12.0
100999847,!V TRIAL_VAR Stim_Pos_Y_deg -2.0
100999853,FIX_ON TRIAL 5
101000114,GAZE_ACQUIRED TRIAL 5
101000310,FIX_OFF TRIAL 5
101000417,STIM_ON TRIAL 5
101000520,TARGET_ENTER TRIAL 5
101000625,STIM_OFF TRIAL 5
101000632,STIM_WINDOW_END TRIAL 5
101000634,REWARD TRIAL 5
101000898,!V TRIAL_VAR Status Success
101000898,!V TRIAL_VAR Subject_ID Monkey_H18
101000898,TRIAL_RESULT Success
101003942,TRIALID 6
101003942,!V TRIAL_VAR Subject_ID Monkey_H18
101003942,!V TRIAL_VAR Planned_Fixation_Duration_ms 741.5506762288118
101003942,!V TRIAL_VAR Fixation_Pos_X_deg 0.0
101003942,!V TRIAL_VAR Fixation_Pos_Y_deg 0.0
101003942,!V TRIAL_VAR Fixation_Point_Radius_deg 0.2
101003942,!V TRIAL_VAR Fix_Window_Radius_deg 2.5
101003942,!V TRIAL_VAR Stim_Pos_X_deg 8.0
101003942,!V TRIAL_VAR Stim_Pos_Y_deg 0.0
101003942,!V TRIAL_VAR Stim_Window_Radius_deg 3.0
101003942,!V TRIAL_VAR Stim_Major_Axis_deg 0.3
101003942,!V TRIAL_VAR Stim_Minor_Axis_deg 0.3
101003942,!V TRIAL_VAR Stim_Orientation_deg 0.0
101003942,!V TRIAL_VAR Gap_Duration_ms 100.0
101003942,!V TRIAL_VAR Stim_Duration_ms 200.0
101003942,!V TRIAL_VAR Stim_Hold_Time_ms 100.0
101003943,!V TRIAL_VAR Condition_ID C000004
101003943,!V TRIAL_VAR Is_Control False
101003943,!V TRIAL_VAR Stim_Color_Name Gray
101003943,!V TRIAL_VAR Stim_Intensity_Level 30
101003943,!V TRIAL_VAR Stim_Pos_X_deg 8.0
101003943,!V TRIAL_VAR Stim_Pos_Y_deg 0.0
101003950,FIX_ON TRIAL 6
101004303,GAZE_ACQUIRED TRIAL 6
101004893,FIX_OFF TRIAL 6
101004999,STIM_ON TRIAL 6
101005103,TARGET_ENTER TRIAL 6
101005207,STIM_OFF TRIAL 6
101005214,STIM_WINDOW_END TRIAL 6
101005217,REWARD TRIAL 6
101005479,!V TRIAL_VAR Status Success
101005480,!V TRIAL_VAR Subject_ID Monkey_H18
101005480,TRIAL_RESULT Success
101008526,TRIALID 7
101008527,!V TRIAL_VAR Subject_ID Monkey_H18
101008527,!V TRIAL_VAR Planned_Fixation_Duration_ms 602.5870785482914
101008527,!V TRIAL_VAR Fixation_Pos_X_deg 0.0
101008527,!V TRIAL_VAR Fixation_Pos_Y_deg 0.0
101008527,!V TRIAL_VAR Fixation_Point_Radius_deg 0.2
101008527,!V TRIAL_VAR Fix_Window_Radius_deg 2.5
101008527,!V TRIAL_VAR Stim_Pos_X_deg 8.0
101008527,!V TRIAL_VAR Stim_Pos_Y_deg -2.0
101008527,!V TRIAL_VAR Stim_Window_Radius_deg 3.0
101008527,!V TRIAL_VAR Stim_Major_Axis_deg 0.3
101008527,!V TRIAL_VAR Stim_Minor_Axis_deg 0.3
101008527,!V TRIAL_VAR Stim_Orientation_deg 0.0
101008527,!V TRIAL_VAR Gap_Duration_ms 100.0
101008527,!V TRIAL_VAR Stim_Duration_ms 200.0
101008527,!V TRIAL_VAR Stim_Hold_Time_ms 100.0
101008527,!V TRIAL_VAR Condition_ID C000005
101008528,!V TRIAL_VAR Is_Control False
101008528,!V TRIAL_VAR Stim_Color_Name Gray
101008528,!V TRIAL_VAR Stim_Intensity_Level 150
101008528,!V TRIAL_VAR Stim_Pos_X_deg 8.0
101008528,!V TRIAL_VAR Stim_Pos_Y_deg -2.0
101008532,FIX_ON TRIAL 7
101008970,GAZE_ACQUIRED TRIAL 7
101009432,FIX_OFF TRIAL 7
101009538,STIM_ON TRIAL 7
101009634,TARGET_ENTER TRIAL 7
101009746,STIM_OFF TRIAL 7
101009746,STIM_WINDOW_END TRIAL 7
101009749,REWARD TRIAL 7
101010012,!V TRIAL_VAR Status Success
101010012,!V TRIAL_VAR Subject_ID Monkey_H18
101010012,TRIAL_RESULT Success
101013064,TRIALID 8
101013064,!V TRIAL_VAR Subject_ID Monkey_H18
101013064,!V TRIAL_VAR Planned_Fixation_Duration_ms 799.0083918087308
101013064,!V TRIAL_VAR Fixation_Pos_X_deg 0.0
101013064,!V TRIAL_VAR Fixation_Pos_Y_deg 0.0
101013064,!V TRIAL_VAR Fixation_Point_Radius_deg 0.2
101013064,!V TRIAL_VAR Fix_Window_Radius_deg 2.5
101013064,!V TRIAL_VAR Stim_Pos_X_deg 14.0
101013064,!V TRIAL_VAR Stim_Pos_Y_deg -12.0
101013064,!V TRIAL_VAR Stim_Window_Radius_deg 3.0
101013064,!V TRIAL_VAR Stim_Major_Axis_deg 0.3
101013064,!V TRIAL_VAR Stim_Minor_Axis_deg 0.3
101013064,!V TRIAL_VAR Stim_Orientation_deg 0.0
101013064,!V TRIAL_VAR Gap_Duration_ms 100.0
101013064,!V TRIAL_VAR Stim_Duration_ms 200.0
101013064,!V TRIAL_VAR Stim_Hold_Time_ms 100.0
101013065,!V TRIAL_VAR Condition_ID C000006
101013065,!V TRIAL_VAR Is_Control False
101013065,!V TRIAL_VAR Stim_Color_Name Gray
101013065,!V TRIAL_VAR Stim_Intensity_Level 110
101013065,!V TRIAL_VAR Stim_Pos_X_deg 14.0
101013065,!V TRIAL_VAR Stim_Pos_Y_deg -12.0
101013073,FIX_ON TRIAL 8
101013434,GAZE_ACQUIRED TRIAL 8
101014083,FIX_OFF TRIAL 8
101014193,STIM_ON TRIAL 8
101014303,TARGET_ENTER TRIAL 8
101014400,STIM_OFF TRIAL 8
101014415,STIM_WINDOW_END TRIAL 8
101014417,REWARD TRIAL 8
101014680,!V TRIAL_VAR Status Success
101014680,!V TRIAL_VAR Subject_ID Monkey_H18
101014680,TRIAL_RESULT Success
101017728,TRIALID 9
101017728,!V TRIAL_VAR Subject_ID Monkey_H18
101017728,!V TRIAL_VAR Planned_Fixation_Duration_ms 739.3183624695931
101017728,!V TRIAL_VAR Fixation_Pos_X_deg 0.0
101017728,!V TRIAL_VAR Fixation_Pos_Y_deg 0.0
101017728,!V TRIAL_VAR Fixation_Point_Radius_deg 0.2
101017728,!V TRIAL_VAR Fix_Window_Radius_deg 2.5
101017728,!V TRIAL_VAR Stim_Pos_X_deg 6.0
101017728,!V TRIAL_VAR Stim_Pos_Y_deg -4.0
101017728,!V TRIAL_VAR Stim_Window_Radius_deg 3.0
101017728,!V TRIAL_VAR Stim_Major_Axis_deg 0.3
101017728,!V TRIAL_VAR Stim_Minor_Axis_deg 0.3
101017728,!V TRIAL_VAR Stim_Orientation_deg 0.0
101017728,!V TRIAL_VAR Gap_Duration_ms 100.0
101017728,!V TRIAL_VAR Stim_Duration_ms 200.0
101017728,!V TRIAL_VAR Stim_Hold_Time_ms 100.0
101017729,!V TRIAL_VAR Condition_ID C000007
101017729,!V TRIAL_VAR Is_Control False
101017729,!V TRIAL_VAR Stim_Color_Name Gray
101017729,!V TRIAL_VAR Stim_Intensity_Level 30
101017729,!V TRIAL_VAR Stim_Pos_X_deg 6.0
101017729,!V TRIAL_VAR Stim_Pos_Y_deg -4.0
101017735,FIX_ON TRIAL 9
101018317,GAZE_ACQUIRED TRIAL 9
101018915,FIX_OFF TRIAL 9
101019021,STIM_ON TRIAL 9
101019132,TARGET_ENTER TRIAL 9
101019229,STIM_OFF TRIAL 9
101019243,STIM_WINDOW_END TRIAL 9
101019245,REWARD TRIAL 9
101019509,!V TRIAL_VAR Status Success
101019509,!V TRIAL_VAR Subject_ID Monkey_H18
101019509,TRIAL_RESULT Success
101022557,TRIALID 10
101022557,!V TRIAL_VAR Subject_ID Monkey_H18
101022557,!V TRIAL_VAR Planned_Fixation_Duration_ms 399.83367906398314
101022557,!V TRIAL_VAR Fixation_Pos_X_deg 0.0
101022557,!V TRIAL_VAR Fixation_Pos_Y_deg 0.0
101022557,!V TRIAL_VAR Fixation_Point_Radius_deg 0.2
101022557,!V TRIAL_VAR Fix_Window_Radius_deg 2.5
101022557,!V TRIAL_VAR Stim_Pos_X_deg 10.0
101022557,!V TRIAL_VAR Stim_Pos_Y_deg -12.0
101022557,!V TRIAL_VAR Stim_Window_Radius_deg 3.0
101022557,!V TRIAL_VAR Stim_Major_Axis_deg 0.3
101022557,!V TRIAL_VAR Stim_Minor_Axis_deg 0.3
101022557,!V TRIAL_VAR Stim_Orientation_deg 0.0
101022557,!V TRIAL_VAR Gap_Duration_ms 100.0
101022557,!V TRIAL_VAR Stim_Duration_ms 200.0
101022557,!V TRIAL_VAR Stim_Hold_Time_ms 100.0
101022558,!V TRIAL_VAR Condition_ID C000008
101022559,!V TRIAL_VAR Is_Control False
101022559,!V TRIAL_VAR Stim_Color_Name Gray
101022559,!V TRIAL_VAR Stim_Intensity_Level 150
101022559,!V TRIAL_VAR Stim_Pos_X_deg 10.0
101022559,!V TRIAL_VAR Stim_Pos_Y_deg -12.0
101022563,FIX_ON TRIAL 10
101022974,GAZE_ACQUIRED TRIAL 10
101023228,FIX_OFF TRIAL 10
101023335,STIM_ON TRIAL 10
101023438,TARGET_ENTER TRIAL 10
101023543,STIM_OFF TRIAL 10
101024043,STIM_WINDOW_END TRIAL 10
101024546,!V TRIAL_VAR Status Break_2
101024546,!V TRIAL_VAR Subject_ID Monkey_H18
101024546,TRIAL_RESULT Break_2
101027596,TRIALID 11
101027596,!V TRIAL_VAR Subject_ID Monkey_H18
101027596,!V TRIAL_VAR Planned_Fixation_Duration_ms 712.0994257471269
101027596,!V TRIAL_VAR Fixation_Pos_X_deg 0.0
101027596,!V TRIAL_VAR Fixation_Pos_Y_deg 0.0
101027596,!V TRIAL_VAR Fixation_Point_Radius_deg 0.2
101027596,!V TRIAL_VAR Fix_Window_Radius_deg 2.5
101027596,!V TRIAL_VAR Stim_Pos_X_deg 10.0
101027596,!V TRIAL_VAR Stim_Pos_Y_deg -12.0
101027596,!V TRIAL_VAR Stim_Window_Radius_deg 3.0
101027596,!V TRIAL_VAR Stim_Major_Axis_deg 0.3
101027596,!V TRIAL_VAR Stim_Minor_Axis_deg 0.3
101027596,!V TRIAL_VAR Stim_Orientation_deg 0.0
101027596,!V TRIAL_VAR Gap_Duration_ms 100.0
101027596,!V TRIAL_VAR Stim_Duration_ms 200.0
101027596,!V TRIAL_VAR Stim_Hold_Time_ms 100.0
101027597,!V TRIAL_VAR Condition_ID C000008
101027597,!V TRIAL_VAR Is_Control False
101027597,!V TRIAL_VAR Stim_Color_Name Gray
101027597,!V TRIAL_VAR Stim_Intensity_Level 150
101027597,!V TRIAL_VAR Stim_Pos_X_deg 10.0
101027597,!V TRIAL_VAR Stim_Pos_Y_deg -12.0
101027604,FIX_ON TRIAL 11
101028370,GAZE_ACQUIRED TRIAL 11
101028932,FIX_OFF TRIAL 11
101029039,STIM_ON TRIAL 11
101029142,TARGET_ENTER TRIAL 11
101029246,STIM_OFF TRIAL 11
101029425,STIM_WINDOW_END TRIAL 11
101029427,REWARD TRIAL 11
101029690,!V TRIAL_VAR Status Success
101029690,!V TRIAL_VAR Subject_ID Monkey_H18
101029690,TRIAL_RESULT Success
101037507,TRIALID 12
101037507,!V TRIAL_VAR Subject_ID Monkey_H18
101037507,!V TRIAL_VAR Planned_Fixation_Duration_ms 675.8085694457995
101037507,!V TRIAL_VAR Fixation_Pos_X_deg 0.0
101037507,!V TRIAL_VAR Fixation_Pos_Y_deg 0.0
101037507,!V TRIAL_VAR Fixation_Point_Radius_deg 0.2
101037507,!V TRIAL_VAR Fix_Window_Radius_deg 2.5
101037507,!V TRIAL_VAR Stim_Pos_X_deg 0.0
101037507,!V TRIAL_VAR Stim_Pos_Y_deg -16.0
101037507,!V TRIAL_VAR Stim_Window_Radius_deg 3.5
101037507,!V TRIAL_VAR Stim_Major_Axis_deg 0.3
101037507,!V TRIAL_VAR Stim_Minor_Axis_deg 0.3
101037507,!V TRIAL_VAR Stim_Orientation_deg 0.0
101037507,!V TRIAL_VAR Gap_Duration_ms 100.0
101037507,!V TRIAL_VAR Stim_Duration_ms 200.0
101037507,!V TRIAL_VAR Stim_Hold_Time_ms 100.0
101037508,!V TRIAL_VAR Condition_ID C000009
101037508,!V TRIAL_VAR Is_Control False
101037508,!V TRIAL_VAR Stim_Color_Name Gray
101037508,!V TRIAL_VAR Stim_Intensity_Level 150
101037508,!V TRIAL_VAR Stim_Pos_X_deg 0.0
101037508,!V TRIAL_VAR Stim_Pos_Y_deg -16.0
101037512,FIX_ON TRIAL 12
101038081,GAZE_ACQUIRED TRIAL 12
101038614,FIX_OFF TRIAL 12
101038721,STIM_ON TRIAL 12
101038932,STIM_OFF TRIAL 12
101039429,STIM_WINDOW_END TRIAL 12
101039432,!V TRIAL_VAR Status nofix_2
101039432,!V TRIAL_VAR Subject_ID Monkey_H18
101039432,TRIAL_RESULT nofix_2
101042480,TRIALID 13
101042481,!V TRIAL_VAR Subject_ID Monkey_H18
101042481,!V TRIAL_VAR Planned_Fixation_Duration_ms 420.9098342894635
101042481,!V TRIAL_VAR Fixation_Pos_X_deg 0.0
101042481,!V TRIAL_VAR Fixation_Pos_Y_deg 0.0
101042481,!V TRIAL_VAR Fixation_Point_Radius_deg 0.2
101042481,!V TRIAL_VAR Fix_Window_Radius_deg 2.5
101042481,!V TRIAL_VAR Stim_Pos_X_deg 0.0
101042481,!V TRIAL_VAR Stim_Pos_Y_deg -16.0
101042481,!V TRIAL_VAR Stim_Window_Radius_deg 3.5
101042481,!V TRIAL_VAR Stim_Major_Axis_deg 0.3
101042481,!V TRIAL_VAR Stim_Minor_Axis_deg 0.3
101042481,!V TRIAL_VAR Stim_Orientation_deg 0.0
101042481,!V TRIAL_VAR Gap_Duration_ms 100.0
101042481,!V TRIAL_VAR Stim_Duration_ms 200.0
101042481,!V TRIAL_VAR Stim_Hold_Time_ms 100.0
101042481,!V TRIAL_VAR Condition_ID C000009
101042482,!V TRIAL_VAR Is_Control False
101042482,!V TRIAL_VAR Stim_Color_Name Gray
101042482,!V TRIAL_VAR Stim_Intensity_Level 150
101042482,!V TRIAL_VAR Stim_Pos_X_deg 0.0
101042482,!V TRIAL_VAR Stim_Pos_Y_deg -16.0
101042487,FIX_ON TRIAL 13
101042814,GAZE_ACQUIRED TRIAL 13
101043089,FIX_OFF TRIAL 13
101043196,STIM_ON TRIAL 13
101043403,STIM_OFF TRIAL 13
101043907,STIM_WINDOW_END TRIAL 13
101043910,!V TRIAL_VAR Status nofix_2
101043910,!V TRIAL_VAR Subject_ID Monkey_H18
101043910,TRIAL_RESULT nofix_2
101046957,TRIALID 14
101046957,!V TRIAL_VAR Subject_ID Monkey_H18
101046957,!V TRIAL_VAR Planned_Fixation_Duration_ms 742.8936425431816
101046957,!V TRIAL_VAR Fixation_Pos_X_deg 0.0
101046957,!V TRIAL_VAR Fixation_Pos_Y_deg 0.0
101046957,!V TRIAL_VAR Fixation_Point_Radius_deg 0.2
101046957,!V TRIAL_VAR Fix_Window_Radius_deg 2.5
101046957,!V TRIAL_VAR Stim_Pos_X_deg 0.0
101046957,!V TRIAL_VAR Stim_Pos_Y_deg -16.0
101046957,!V TRIAL_VAR Stim_Window_Radius_deg 3.5
101046957,!V TRIAL_VAR Stim_Major_Axis_deg 0.3
101046957,!V TRIAL_VAR Stim_Minor_Axis_deg 0.3
101046957,!V TRIAL_VAR Stim_Orientation_deg 0.0
101046957,!V TRIAL_VAR Gap_Duration_ms 100.0
101046957,!V TRIAL_VAR Stim_Duration_ms 200.0
101046957,!V TRIAL_VAR Stim_Hold_Time_ms 100.0
101046958,!V TRIAL_VAR Condition_ID C000009
101046958,!V TRIAL_VAR Is_Control False
101046958,!V TRIAL_VAR Stim_Color_Name Gray
101046958,!V TRIAL_VAR Stim_Intensity_Level 150
101046958,!V TRIAL_VAR Stim_Pos_X_deg 0.0
101046958,!V TRIAL_VAR Stim_Pos_Y_deg -16.0
101046964,FIX_ON TRIAL 14
101048367,GAZE_ACQUIRED TRIAL 14
101048965,FIX_OFF TRIAL 14
101049071,STIM_ON TRIAL 14
101049279,STIM_OFF TRIAL 14
101049779,STIM_WINDOW_END TRIAL 14
101049782,!V TRIAL_VAR Status nofix_2
101049782,!V TRIAL_VAR Subject_ID Monkey_H18
101049782,TRIAL_RESULT nofix_2
101066483,FINEVISION_SESSION_END
